,ts,location,wind_sp,wind_deg,pressure,temperature,humidity,cloud_per,rain_amt,weather
0,2025-03-21 22:00:00,Kasetsart University,2.57,3,1014,27.67,46,20,0.0,few clouds
1,2025-03-21 22:30:00,Kasetsart University,4.12,4,1014,29.32,47,20,0.0,few clouds
2,2025-03-21 23:00:00,Kasetsart University,4.12,4,1014,28.33,48,20,0.0,few clouds
3,2025-03-21 23:30:00,Kasetsart University,3.6,4,1014,27.85,50,20,0.0,few clouds
4,2025-03-22 00:00:00,Kasetsart University,4.12,4,1014,27.38,52,20,0.0,few clouds
5,2025-03-22 00:30:00,Kasetsart University,2.06,2,1013,28.35,57,20,0.0,few clouds
6,2025-03-22 01:00:00,Kasetsart University,1.03,1,1013,27.48,62,20,0.0,few clouds
7,2025-03-22 01:30:00,Kasetsart University,1.03,1,1013,27.29,52,20,0.0,few clouds
8,2025-03-22 02:00:00,Kasetsart University,2.06,2,1013,26.99,54,20,0.0,few clouds
9,2025-03-22 02:30:00,Kasetsart University,2.06,2,1013,26.37,64,20,0.0,few clouds
10,2025-03-22 03:00:00,Kasetsart University,2.06,2,1013,26.27,65,20,0.0,few clouds
11,2025-03-22 03:30:00,Kasetsart University,1.54,2,1013,26.48,65,20,0.0,few clouds
12,2025-03-22 04:00:00,Kasetsart University,1.54,2,1013,26.37,65,20,0.0,few clouds
13,2025-03-22 04:30:00,Kasetsart University,1.54,2,1013,26.03,63,20,0.0,few clouds
14,2025-03-22 05:00:00,Kasetsart University,1.03,1,1013,25.94,59,20,0.0,few clouds
15,2025-03-22 05:30:00,Kasetsart University,1.03,1,1014,25.68,68,20,0.0,few clouds
16,2025-03-22 06:00:00,Kasetsart University,2.06,2,1014,24.3,73,20,0.0,few clouds
17,2025-03-22 06:30:00,Kasetsart University,1.03,1,1015,24.12,74,20,0.0,few clouds
18,2025-03-22 07:00:00,Kasetsart University,1.03,1,1015,23.09,68,20,0.0,few clouds
19,2025-03-22 07:30:00,Kasetsart University,1.54,2,1015,23.3,67,20,0.0,few clouds
20,2025-03-22 08:00:00,Kasetsart University,1.03,1,1015,24.97,72,20,0.0,few clouds
21,2025-03-22 08:30:00,Kasetsart University,2.06,2,1016,25.84,66,20,0.0,few clouds
22,2025-03-22 09:00:00,Kasetsart University,3.09,3,1016,26.76,63,89,0.0,overcast clouds
23,2025-03-22 09:30:00,Kasetsart University,3.09,3,1016,27.56,61,64,0.0,broken clouds
24,2025-03-22 10:00:00,Kasetsart University,2.57,3,1016,29.62,67,64,0.0,broken clouds
25,2025-03-22 10:30:00,Kasetsart University,2.57,3,1015,29.51,57,60,0.0,broken clouds
26,2025-03-22 11:00:00,Kasetsart University,2.81,3,1015,31.14,64,60,0.0,broken clouds
27,2025-03-22 11:30:00,Kasetsart University,2.57,3,1014,32.54,54,62,0.0,broken clouds
28,2025-03-22 12:00:00,Kasetsart University,3.6,4,1014,32.72,48,62,0.0,broken clouds
29,2025-03-22 12:30:00,Kasetsart University,3.6,4,1012,33.47,47,63,0.0,broken clouds
30,2025-03-22 13:00:00,Kasetsart University,5.14,5,1012,34.05,47,63,0.0,broken clouds
31,2025-03-22 13:30:00,Kasetsart University,3.6,4,1011,34.24,47,36,0.0,scattered clouds
32,2025-03-22 14:00:00,Kasetsart University,4.12,4,1011,34.49,47,100,0.0,overcast clouds
33,2025-03-22 14:30:00,Kasetsart University,2.85,3,1010,35.2,46,95,0.0,overcast clouds
34,2025-03-22 15:00:00,Kasetsart University,2.85,3,1010,35.4,50,95,0.0,overcast clouds
35,2025-03-22 15:30:00,Kasetsart University,2.44,2,1009,35.52,50,97,0.0,overcast clouds
36,2025-03-22 16:00:00,Kasetsart University,2.06,2,1009,35.04,46,97,0.0,overcast clouds
37,2025-03-22 16:30:00,Kasetsart University,2.35,2,1009,35.58,47,95,0.0,overcast clouds
38,2025-03-22 17:00:00,Kasetsart University,2.35,2,1009,35.83,51,95,0.0,overcast clouds
39,2025-03-22 17:30:00,Kasetsart University,1.64,2,1009,34.9,39,92,0.0,overcast clouds
40,2025-03-22 18:00:00,Kasetsart University,1.64,2,1009,34.66,40,92,0.0,overcast clouds
41,2025-03-22 18:30:00,Kasetsart University,3.09,3,1010,33.79,39,81,0.0,broken clouds
42,2025-03-22 19:00:00,Kasetsart University,2.06,2,1010,33.02,41,81,0.0,broken clouds
43,2025-03-22 19:30:00,Kasetsart University,2.57,3,1011,32.53,42,20,0.0,few clouds
44,2025-03-22 20:00:00,Kasetsart University,2.06,2,1012,31.73,42,20,0.0,few clouds
45,2025-03-22 20:30:00,Kasetsart University,3.09,3,1012,31.41,41,20,0.0,few clouds
46,2025-03-22 21:00:00,Kasetsart University,3.09,3,1012,30.73,44,20,0.0,few clouds
47,2025-03-22 21:30:00,Kasetsart University,3.09,3,1013,31.15,42,20,0.0,few clouds
48,2025-03-22 22:00:00,Kasetsart University,0.0,0,1013,30.4,44,20,0.0,few clouds
49,2025-03-22 22:30:00,Kasetsart University,1.03,1,1013,29.61,49,20,0.0,few clouds
50,2025-03-22 23:00:00,Kasetsart University,2.57,3,1013,29.94,47,20,0.0,few clouds
51,2025-03-22 23:30:00,Kasetsart University,1.03,1,1012,30.3,53,20,0.0,few clouds
52,2025-03-23 00:00:00,Kasetsart University,1.54,2,1012,29.75,53,20,0.0,few clouds
53,2025-03-23 00:30:00,Kasetsart University,2.04,2,1012,31.09,51,32,0.0,scattered clouds
54,2025-03-23 01:00:00,Kasetsart University,1.54,2,1012,29.56,54,20,0.0,few clouds
55,2025-03-23 01:30:00,Kasetsart University,0.51,1,1012,28.85,60,20,0.0,few clouds
56,2025-03-23 02:00:00,Kasetsart University,0.0,0,1012,29.38,55,20,0.0,few clouds
57,2025-03-23 02:30:00,Kasetsart University,0.51,1,1012,28.6,59,20,0.0,few clouds
58,2025-03-23 03:00:00,Kasetsart University,0.0,0,1012,28.08,61,20,0.0,few clouds
59,2025-03-23 03:30:00,Kasetsart University,1.03,1,1012,28.45,71,20,0.0,few clouds
60,2025-03-23 04:00:00,Kasetsart University,1.54,2,1012,28.17,61,20,0.0,few clouds
61,2025-03-23 04:30:00,Kasetsart University,2.06,2,1012,25.62,68,20,0.0,few clouds
62,2025-03-23 05:00:00,Kasetsart University,2.06,2,1012,27.05,68,20,0.0,few clouds
63,2025-03-23 05:30:00,Kasetsart University,1.03,1,1013,23.69,78,20,0.0,few clouds
64,2025-03-23 06:00:00,Kasetsart University,1.54,2,1013,25.44,80,20,0.0,few clouds
65,2025-03-23 06:30:00,Kasetsart University,1.54,2,1013,26.83,73,20,0.0,few clouds
66,2025-03-23 07:00:00,Kasetsart University,1.03,1,1013,27.04,73,7,0.0,haze
67,2025-03-23 07:30:00,Kasetsart University,1.54,2,1014,28.1,65,0,0.0,haze
68,2025-03-23 08:00:00,Kasetsart University,0.73,1,1014,27.49,75,0,0.0,clear sky
69,2025-03-23 08:30:00,Kasetsart University,1.19,1,1015,30.62,61,3,0.0,clear sky
70,2025-03-23 09:00:00,Kasetsart University,1.19,1,1015,30.74,61,3,0.0,clear sky
71,2025-03-23 09:30:00,Kasetsart University,1.17,1,1015,31.07,59,3,0.0,clear sky
72,2025-03-23 10:00:00,Kasetsart University,0.51,1,1015,31.48,55,20,0.0,few clouds
73,2025-03-23 10:30:00,Kasetsart University,1.03,1,1014,32.5,44,20,0.0,few clouds
74,2025-03-23 11:00:00,Kasetsart University,1.54,2,1014,33.27,42,20,0.0,few clouds
75,2025-03-23 11:30:00,Kasetsart University,2.06,2,1013,33.33,50,20,0.0,few clouds
76,2025-03-23 12:00:00,Kasetsart University,1.54,2,1013,34.15,48,20,0.0,few clouds
77,2025-03-23 12:30:00,Kasetsart University,1.54,2,1011,34.97,48,20,0.0,few clouds
78,2025-03-23 13:00:00,Kasetsart University,1.54,2,1011,35.32,47,20,0.0,few clouds
79,2025-03-23 13:30:00,Kasetsart University,0.75,1,1010,35.95,50,0,0.0,clear sky
81,2025-03-23 14:00:00,Kasetsart University,0.61,1,1010,36.43,49,47,0.0,scattered clouds
83,2025-03-23 14:30:00,Kasetsart University,1.54,2,1009,36.43,44,20,0.0,few clouds
85,2025-03-23 15:00:00,Kasetsart University,2.57,3,1009,36.14,44,20,0.0,few clouds
87,2025-03-23 15:30:00,Kasetsart University,1.54,2,1008,36.73,44,20,0.0,few clouds
89,2025-03-23 16:00:00,Kasetsart University,0.63,1,1008,37.04,49,17,0.0,few clouds
91,2025-03-23 16:30:00,Kasetsart University,0.75,1,1008,36.68,36,14,0.0,few clouds
93,2025-03-23 17:00:00,Kasetsart University,0.75,1,1008,36.75,48,14,0.0,few clouds
95,2025-03-23 17:30:00,Kasetsart University,2.06,2,1008,36.17,44,20,0.0,few clouds
97,2025-03-23 18:00:00,Kasetsart University,1.54,2,1008,35.52,46,20,0.0,few clouds
99,2025-03-23 18:30:00,Kasetsart University,2.57,3,1008,35.14,37,20,0.0,few clouds
101,2025-03-23 19:00:00,Kasetsart University,2.06,2,1008,34.33,41,20,0.0,few clouds
103,2025-03-23 19:30:00,Kasetsart University,4.12,4,1010,32.54,44,20,0.0,few clouds
105,2025-03-23 20:00:00,Kasetsart University,3.6,4,1010,32.44,43,20,0.0,few clouds
107,2025-03-23 20:30:00,Kasetsart University,2.57,3,1011,32.82,45,20,0.0,few clouds
109,2025-03-23 21:00:00,Kasetsart University,3.09,3,1011,32.65,40,20,0.0,few clouds
111,2025-03-23 21:30:00,Kasetsart University,2.57,3,1012,32.64,40,20,0.0,few clouds
113,2025-03-23 22:00:00,Kasetsart University,2.57,3,1012,32.39,41,20,0.0,few clouds
115,2025-03-23 22:30:00,Kasetsart University,2.06,2,1011,31.9,44,20,0.0,few clouds
117,2025-03-23 23:00:00,Kasetsart University,2.06,2,1011,30.24,50,20,0.0,few clouds
119,2025-03-23 23:30:00,Kasetsart University,2.06,2,1011,28.33,58,20,0.0,few clouds
121,2025-03-24 00:00:00,Kasetsart University,2.06,2,1011,28.99,57,20,0.0,few clouds
123,2025-03-24 00:30:00,Kasetsart University,3.09,3,1011,28.82,63,20,0.0,few clouds
125,2025-03-24 01:00:00,Kasetsart University,3.09,3,1011,29.22,62,20,0.0,few clouds
127,2025-03-24 01:30:00,Kasetsart University,3.09,3,1010,29.22,65,20,0.0,few clouds
129,2025-03-24 02:00:00,Kasetsart University,3.09,3,1010,28.69,68,20,0.0,few clouds
131,2025-03-24 02:30:00,Kasetsart University,2.57,3,1010,27.92,74,20,0.0,few clouds
133,2025-03-24 03:00:00,Kasetsart University,2.57,3,1010,28.73,79,20,0.0,few clouds
135,2025-03-24 03:30:00,Kasetsart University,2.57,3,1010,28.38,80,20,0.0,few clouds
137,2025-03-24 04:00:00,Kasetsart University,2.57,3,1010,27.16,87,20,0.0,mist
139,2025-03-24 04:30:00,Kasetsart University,2.06,2,1010,27.06,87,20,0.0,mist
141,2025-03-24 05:00:00,Kasetsart University,2.06,2,1010,26.95,87,20,0.0,mist
143,2025-03-24 05:30:00,Kasetsart University,1.54,2,1010,26.95,87,20,0.0,mist
145,2025-03-24 06:00:00,Kasetsart University,1.54,2,1010,26.12,91,20,0.0,mist
147,2025-03-24 06:30:00,Kasetsart University,1.54,2,1011,27.25,84,20,0.0,mist
149,2025-03-24 07:00:00,Kasetsart University,2.57,3,1011,26.61,90,20,0.0,mist
151,2025-03-24 07:30:00,Kasetsart University,2.06,2,1012,26.71,87,20,0.0,mist
153,2025-03-24 08:00:00,Kasetsart University,3.6,4,1012,28.33,83,20,0.0,mist
155,2025-03-24 08:30:00,Kasetsart University,2.57,3,1013,29.21,75,20,0.0,mist
157,2025-03-24 09:00:00,Kasetsart University,2.57,3,1013,31.04,66,20,0.0,haze
159,2025-03-24 09:30:00,Kasetsart University,3.09,3,1012,31.62,65,20,0.0,haze
161,2025-03-24 10:00:00,Kasetsart University,2.57,3,1012,32.18,60,20,0.0,haze
163,2025-03-24 10:30:00,Kasetsart University,2.06,2,1012,32.41,62,20,0.0,haze
165,2025-03-24 11:00:00,Kasetsart University,1.03,1,1012,33.23,58,20,0.0,haze
167,2025-03-24 11:30:00,Kasetsart University,1.03,1,1011,34.84,47,20,0.0,few clouds
169,2025-03-24 12:00:00,Kasetsart University,1.54,2,1011,34.72,54,20,0.0,few clouds
171,2025-03-24 12:30:00,Kasetsart University,2.06,2,1009,35.18,54,20,0.0,few clouds
173,2025-03-24 13:00:00,Kasetsart University,1.54,2,1009,36.01,45,20,0.0,few clouds
175,2025-03-24 13:30:00,Kasetsart University,1.54,2,1008,36.37,45,20,0.0,few clouds
177,2025-03-24 14:00:00,Kasetsart University,2.57,3,1008,36.25,51,20,0.0,few clouds
179,2025-03-24 14:30:00,Kasetsart University,2.06,2,1007,36.37,44,20,0.0,few clouds
181,2025-03-24 15:00:00,Kasetsart University,3.6,4,1007,36.57,44,20,0.0,few clouds
183,2025-03-24 15:30:00,Kasetsart University,2.57,3,1006,36.43,50,20,0.0,few clouds
185,2025-03-24 16:00:00,Kasetsart University,4.63,5,1006,36.07,45,20,0.0,few clouds
187,2025-03-24 16:30:00,Kasetsart University,5.14,5,1006,35.73,49,20,0.0,few clouds
189,2025-03-24 17:00:00,Kasetsart University,5.14,5,1006,35.67,52,20,0.0,few clouds
191,2025-03-24 17:30:00,Kasetsart University,4.63,5,1006,35.32,45,20,0.0,few clouds
193,2025-03-24 18:00:00,Kasetsart University,4.63,5,1006,34.98,50,20,0.0,few clouds
195,2025-03-24 18:30:00,Kasetsart University,3.6,4,1007,34.16,47,20,0.0,few clouds
197,2025-03-24 19:00:00,Kasetsart University,3.6,4,1007,31.97,48,20,0.0,few clouds
199,2025-03-24 19:30:00,Kasetsart University,3.6,4,1007,31.97,48,20,0.0,few clouds
201,2025-03-24 20:00:00,Kasetsart University,4.12,4,1008,31.81,58,20,0.0,few clouds
203,2025-03-24 20:30:00,Kasetsart University,3.6,4,1008,30.91,59,20,0.0,few clouds
205,2025-03-24 21:00:00,Kasetsart University,4.63,5,1008,30.17,65,20,0.0,few clouds
207,2025-03-24 21:30:00,Kasetsart University,4.63,5,1008,29.84,70,20,0.0,few clouds
209,2025-03-24 22:00:00,Kasetsart University,3.6,4,1008,29.07,73,20,0.0,few clouds
211,2025-03-24 22:30:00,Kasetsart University,4.12,4,1008,30.06,67,20,0.0,few clouds
213,2025-03-24 23:00:00,Kasetsart University,4.12,4,1008,28.94,74,20,0.0,few clouds
215,2025-03-24 23:30:00,Kasetsart University,4.63,5,1009,28.94,74,20,0.0,few clouds
217,2025-03-25 00:00:00,Kasetsart University,4.12,4,1009,29.23,72,20,0.0,few clouds
219,2025-03-25 00:30:00,Kasetsart University,4.63,5,1008,28.82,75,20,0.0,few clouds
221,2025-03-25 01:00:00,Kasetsart University,5.14,5,1008,28.82,79,20,0.0,few clouds
223,2025-03-25 01:30:00,Kasetsart University,4.12,4,1008,28.04,81,20,0.0,few clouds
225,2025-03-25 02:00:00,Kasetsart University,2.57,3,1008,28.81,82,20,0.0,few clouds
227,2025-03-25 02:30:00,Kasetsart University,2.57,3,1007,27.68,89,20,0.0,few clouds
229,2025-03-25 03:00:00,Kasetsart University,3.09,3,1007,28.31,84,20,0.0,few clouds
231,2025-03-25 03:30:00,Kasetsart University,2.57,3,1007,28.2,87,20,0.0,few clouds
233,2025-03-25 04:00:00,Kasetsart University,2.57,3,1007,28.2,87,20,0.14,light rain
235,2025-03-25 04:30:00,Kasetsart University,1.54,2,1007,28.47,84,20,0.0,few clouds
237,2025-03-25 05:00:00,Kasetsart University,2.06,2,1007,28.1,87,20,0.0,few clouds
239,2025-03-25 05:30:00,Kasetsart University,3.09,3,1008,27.89,87,20,0.0,few clouds
241,2025-03-25 06:00:00,Kasetsart University,3.09,3,1008,27.79,88,20,1.0,light rain
243,2025-03-25 06:30:00,Kasetsart University,2.57,3,1008,27.92,89,20,0.0,few clouds
245,2025-03-25 07:00:00,Kasetsart University,2.57,3,1008,26.95,91,20,0.5,light rain
247,2025-03-25 07:30:00,Kasetsart University,3.09,3,1009,28.03,84,20,0.14,light rain
249,2025-03-25 08:00:00,Kasetsart University,2.06,2,1009,29.11,88,20,0.0,mist
251,2025-03-25 08:30:00,Kasetsart University,2.06,2,1009,28.46,85,20,0.0,few clouds
253,2025-03-25 09:00:00,Kasetsart University,3.6,4,1009,30.46,79,40,0.0,scattered clouds
255,2025-03-25 09:30:00,Kasetsart University,3.09,3,1009,31.18,79,40,0.0,scattered clouds
257,2025-03-25 10:00:00,Kasetsart University,3.6,4,1009,32.05,75,20,0.0,few clouds
259,2025-03-25 10:30:00,Kasetsart University,3.6,4,1009,33.22,63,20,0.0,few clouds
261,2025-03-25 11:00:00,Kasetsart University,3.6,4,1009,33.72,60,20,0.0,few clouds
263,2025-03-25 11:30:00,Kasetsart University,3.09,3,1008,33.9,62,20,0.0,few clouds
265,2025-03-25 12:00:00,Kasetsart University,3.09,3,1008,34.75,64,20,0.0,few clouds
267,2025-03-25 12:30:00,Kasetsart University,3.6,4,1006,35.24,58,20,0.0,few clouds
269,2025-03-25 13:00:00,Kasetsart University,3.6,4,1006,35.54,53,20,0.0,few clouds
271,2025-03-25 13:30:00,Kasetsart University,3.6,4,1005,35.71,52,20,0.0,few clouds
273,2025-03-25 14:00:00,Kasetsart University,5.14,5,1005,36.07,51,20,0.0,few clouds
275,2025-03-25 14:30:00,Kasetsart University,3.09,3,1004,36.41,57,20,0.0,few clouds
277,2025-03-25 15:00:00,Kasetsart University,2.57,3,1004,36.42,49,20,0.0,few clouds
279,2025-03-25 15:30:00,Kasetsart University,3.6,4,1003,36.64,52,20,0.0,few clouds
281,2025-03-25 16:00:00,Kasetsart University,3.09,3,1003,36.46,52,20,0.0,few clouds
283,2025-03-25 16:30:00,Kasetsart University,4.12,4,1003,36.25,48,20,0.0,few clouds
285,2025-03-25 17:00:00,Kasetsart University,4.63,5,1003,35.95,54,20,0.0,few clouds
287,2025-03-25 17:30:00,Kasetsart University,4.63,5,1004,35.47,60,20,0.0,few clouds
289,2025-03-25 18:00:00,Kasetsart University,4.63,5,1004,34.69,51,20,0.0,few clouds
291,2025-03-25 18:30:00,Kasetsart University,4.63,5,1004,34.44,50,20,0.0,few clouds
293,2025-03-25 19:00:00,Kasetsart University,3.6,4,1004,32.15,57,20,0.0,few clouds
295,2025-03-25 19:30:00,Kasetsart University,4.63,5,1004,31.98,56,20,0.0,few clouds
297,2025-03-25 20:00:00,Kasetsart University,4.63,5,1005,31.11,61,20,0.0,few clouds
299,2025-03-25 20:30:00,Kasetsart University,4.63,5,1006,30.91,65,20,0.0,few clouds
301,2025-03-25 21:00:00,Kasetsart University,3.6,4,1006,30.17,69,20,0.0,few clouds
303,2025-03-25 21:30:00,Kasetsart University,6.17,6,1007,30.07,70,20,0.0,few clouds
305,2025-03-25 22:00:00,Kasetsart University,4.63,5,1007,29.97,71,20,0.0,few clouds
307,2025-03-25 22:30:00,Kasetsart University,5.66,6,1007,29.33,73,20,0.0,few clouds
309,2025-03-25 23:00:00,Kasetsart University,5.14,5,1007,28.94,78,20,0.0,few clouds
311,2025-03-25 23:30:00,Kasetsart University,4.63,5,1006,28.94,78,20,0.0,few clouds
313,2025-03-26 00:00:00,Kasetsart University,5.14,5,1006,28.94,79,20,0.0,few clouds
315,2025-03-26 00:30:00,Kasetsart University,4.63,5,1006,28.94,79,20,0.0,few clouds
317,2025-03-26 01:00:00,Kasetsart University,5.14,5,1006,29.35,81,20,0.12,light rain
319,2025-03-26 01:30:00,Kasetsart University,5.14,5,1005,29.26,81,20,0.0,few clouds
321,2025-03-26 02:00:00,Kasetsart University,4.63,5,1006,29.18,81,20,0.0,few clouds
323,2025-03-26 02:30:00,Kasetsart University,4.63,5,1006,28.41,86,20,0.0,few clouds
325,2025-03-26 03:00:00,Kasetsart University,4.12,4,1006,28.81,83,20,0.0,few clouds
327,2025-03-26 03:30:00,Kasetsart University,4.12,4,1005,28.41,87,20,0.0,few clouds
329,2025-03-26 04:00:00,Kasetsart University,3.09,3,1005,28.41,86,20,0.0,few clouds
331,2025-03-26 04:30:00,Kasetsart University,3.6,4,1006,28.41,86,20,0.0,few clouds
333,2025-03-26 05:00:00,Kasetsart University,3.09,3,1006,28.2,87,20,0.0,few clouds
335,2025-03-26 05:30:00,Kasetsart University,2.57,3,1006,28.2,87,20,0.0,few clouds
337,2025-03-26 06:00:00,Kasetsart University,3.09,3,1006,28.2,87,20,0.0,few clouds
339,2025-03-26 06:30:00,Kasetsart University,2.57,3,1007,27.99,88,20,0.0,few clouds
341,2025-03-26 07:00:00,Kasetsart University,2.57,3,1007,28.3,89,20,0.0,few clouds
343,2025-03-26 07:30:00,Kasetsart University,3.09,3,1008,29.33,82,20,0.0,few clouds
345,2025-03-26 08:00:00,Kasetsart University,3.6,4,1008,29.17,82,20,0.0,few clouds
347,2025-03-26 08:30:00,Kasetsart University,3.6,4,1008,30.66,81,20,0.0,few clouds
349,2025-03-26 09:00:00,Kasetsart University,4.63,5,1008,31.13,79,20,0.0,few clouds
351,2025-03-26 09:30:00,Kasetsart University,4.63,5,1008,32.05,74,20,0.0,few clouds
353,2025-03-26 10:00:00,Kasetsart University,5.14,5,1008,32.89,69,20,0.0,few clouds
355,2025-03-26 10:30:00,Kasetsart University,4.63,5,1007,33.11,68,20,0.0,few clouds
357,2025-03-26 11:00:00,Kasetsart University,4.63,5,1007,34.29,60,20,0.0,few clouds
359,2025-03-26 11:30:00,Kasetsart University,5.14,5,1007,34.37,63,20,0.0,few clouds
361,2025-03-26 12:00:00,Kasetsart University,5.14,5,1007,35.0,56,40,0.0,scattered clouds
363,2025-03-26 12:30:00,Kasetsart University,4.63,5,1005,35.0,56,40,0.0,scattered clouds
365,2025-03-26 13:00:00,Kasetsart University,4.12,4,1005,35.54,54,40,0.0,scattered clouds
367,2025-03-26 13:30:00,Kasetsart University,5.14,5,1004,35.71,53,40,0.0,scattered clouds
369,2025-03-26 14:00:00,Kasetsart University,4.63,5,1004,35.47,56,40,0.0,scattered clouds
371,2025-03-26 14:30:00,Kasetsart University,5.66,6,1004,36.46,48,40,0.0,scattered clouds
373,2025-03-26 15:00:00,Kasetsart University,4.63,5,1004,36.28,58,40,0.0,scattered clouds
375,2025-03-26 15:30:00,Kasetsart University,5.14,5,1003,36.31,48,40,0.0,scattered clouds
377,2025-03-26 16:00:00,Kasetsart University,4.63,5,1003,36.22,53,20,0.0,few clouds
379,2025-03-26 16:30:00,Kasetsart University,4.63,5,1003,35.95,47,20,0.0,few clouds
381,2025-03-26 17:00:00,Kasetsart University,4.63,5,1003,35.75,55,20,0.0,few clouds
383,2025-03-26 17:30:00,Kasetsart University,4.12,4,1003,35.11,49,20,0.0,few clouds
385,2025-03-26 18:00:00,Kasetsart University,4.63,5,1003,34.96,50,20,0.0,few clouds
387,2025-03-26 18:30:00,Kasetsart University,4.12,4,1003,34.0,54,20,0.0,few clouds
389,2025-03-26 19:00:00,Kasetsart University,3.6,4,1003,33.86,55,20,0.0,few clouds
391,2025-03-26 19:30:00,Kasetsart University,4.12,4,1004,33.45,61,20,0.0,few clouds
393,2025-03-26 20:00:00,Kasetsart University,4.63,5,1004,32.93,68,20,0.0,few clouds
395,2025-03-26 20:30:00,Kasetsart University,5.14,5,1005,32.53,69,20,0.0,few clouds
397,2025-03-26 21:00:00,Kasetsart University,5.66,6,1005,32.14,76,20,0.0,few clouds
399,2025-03-26 21:30:00,Kasetsart University,6.17,6,1006,31.8,74,20,0.0,few clouds
